EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
126305;Centro de Salud Familiar Natales;26-305;;;12;Región De Magallanes y de la Antártica Chilena;26.0;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;12401;Natales;Calle;;Javiera Carrera;612411000;;NO;No Aplica;No Aplica;-51.72835;-72.482684;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
201079;"SAPU ""Dr. Juan Lozic Perez""";;;;12;Región De Magallanes y de la Antártica Chilena;26.0;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;12401;Natales;Calle;;Javiera Carrera;612411000;03-05-2021;SI;Urgencia Ambulatoria (SAPU);Corto;-51.728207;-72.482647;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;25-06-2021
200025;Policlínico de Asociación Chilena de Seguridad;26-925;;;12;Región De Magallanes y de la Antártica Chilena;12.0;SEREMI De Magallanes y la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;12401;Natales;Calle;230;Baquedano;;17-11-1998;NO;No Aplica;No Aplica;-51.726161;-72.501522;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200922;Laboratorio Clínico Austral;26-913;;;12;Región De Magallanes y de la Antártica Chilena;12.0;SEREMI De Magallanes y la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;12401;Natales;Calle;29;Tomás Rogers;410996;30-08-1988;NO;No Aplica;No Aplica;-51.725382;-72.507691;Privado;Vigente en Operación Habitual;;No Aplica;
126413;Posta de Salud Rural Dorotea;26-413;;;12;Región De Magallanes y de la Antártica Chilena;26.0;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;12401;Natales;Calle;;Caserío de Villa Dorotea;63945987;;NO;No Aplica;No Aplica;-51.606211;-72.332383;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
126090;Oficina Sanitaria Dorotea;26-090;;;12;Región De Magallanes y de la Antártica Chilena;12.0;SEREMI De Magallanes y la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Oficina Sanitaria;Unidad de Atención;No Aplica;SEREMI de Salud;No Aplica;12401;Natales;Calle;;Puesto Fronterizo Dorotea;;;NO;No Aplica;No Aplica;-51.604699;-72.333088;Público;Vigente en Operación Habitual;;No Aplica;
126400;Posta de Salud Rural Cerro Castillo (Torres del Paine);26-400;;;12;Región De Magallanes y de la Antártica Chilena;26.0;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;12402;Torres del Paine;Calle;;Caserío de Cerro Castillo;95838851;;NO;No Aplica;No Aplica;-51.255381;-72.343624;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
126410;Posta de Salud Rural Puerto Edén;26-410;;;12;Región De Magallanes y de la Antártica Chilena;26.0;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;12401;Natales;Calle;;Caserío de Villa Puerto Edén;57380761;;NO;No Aplica;No Aplica;-49.125485;-74.412706;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125425;Posta de Salud Rural Villa O'Higgins;25-425;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11302;O'Higgins;Calle;;Aldea de O'Higgins;;;NO;No Aplica;No Aplica;-48.469575;-72.560842;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125428;Posta de Salud Rural Caleta Tortel;25-428;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11303;Tortel;Calle;;Aldea de Tortel;;;NO;No Aplica;No Aplica;-47.795894;-73.532303;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125103;Hospital Lord Cochrane;25-103;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11301;Cochrane;Calle;;Bernardo O'Higgins;672261331;30-08-2021;SI;Urgencia Hospitalaria (UEH);No Aplica;-47.255574;-72.570726;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
125409;Posta de Salud Rural Puerto Bertrand;25-409;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Caserío de Puerto Bertrand;;;NO;No Aplica;No Aplica;-47.01695;-72.829424;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125410;Posta de Salud Rural Puerto Guadal;25-410;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Aldea de Puerto Guadal;;;NO;No Aplica;No Aplica;-46.844357;-72.702121;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125411;Posta de Salud Rural Mallín Grande;25-411;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Caserío de Mallín Grande;;;NO;No Aplica;No Aplica;-46.72719;-72.464323;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125412;Posta de Salud Rural Río Tranquilo;25-412;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Río Tranquilo;;;NO;No Aplica;No Aplica;-46.623638;-72.677364;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125408;Posta de Salud Rural Puerto Sánchez;25-408;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Caserío de Puerto Sánchez;;;NO;No Aplica;No Aplica;-46.592047;-72.57875;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125102;Hospital Dr. Leopoldo Ortega R. (Chile Chico);25-102;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;275;Lautaro;672261411;;SI;Urgencia Hospitalaria (UEH);No Aplica;-46.541656;-71.725104;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
125407;Posta de Salud Rural Bahía Murta;25-407;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Bahía Murta;;;NO;No Aplica;No Aplica;-46.458368;-72.674532;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125419;Posta de Salud Rural Puerto Ibáñez;25-419;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Puerto Ibáñez;;;NO;No Aplica;No Aplica;-46.292009;-71.93383;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125420;Posta de Salud Rural Cerro Castillo (Río Ibáñez);25-420;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Cerro Castillo;;;NO;No Aplica;No Aplica;-46.120907;-72.160704;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125400;Posta de Salud Rural Balmaceda;25-400;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de Balmaceda;;;NO;No Aplica;No Aplica;-45.909085;-71.698017;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125413;Posta de Salud Rural El Blanco;25-413;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de el Blanco;;;NO;No Aplica;No Aplica;-45.814425;-71.916229;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125414;Posta de Salud Rural Valle Simpson;25-414;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de Valle Simpson;;;NO;No Aplica;No Aplica;-45.714416;-72.081074;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125423;Posta de Salud Rural Lago Atravesado;25-423;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Sector Lago Atravesado;;;NO;No Aplica;No Aplica;-45.668476;-72.212037;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125300;Consultorio Víctor Domingo Silva;25-300;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano  (CGU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Alejandro Gutiérrez;800500977;;NO;No Aplica;No Aplica;-45.582722;-72.06043;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;13-06-2022
125201;Policlínico del Trabajador Coyhaique;25-201;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;11101;Coyhaique;Avenida;1018;Ogana;672232710;;NO;No Aplica;No Aplica;-45.580609;-72.073614;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200170;SAPU Dr. Alejandro Gutiérrez;25-900;25-301;125301.0;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;1955;Francisco Bilbao;672671263;;SI;Urgencia Ambulatoria (SAPU);Corto;-45.579991;-72.046529;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125301;Consultorio Alejandro Gutiérrez;25-301;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano  (CGU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Bilbao;800500976;;NO;No Aplica;No Aplica;-45.579864;-72.046382;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200256;COSAM Coyhaique;25-903;25-010;125010.0;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;11101;Coyhaique;Calle;1435;Freire;672261403;29-08-2016;NO;No Aplica;No Aplica;-45.578087;-72.055291;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200359;Centro Comunitario de Salud Familiar Alejandro Gutierrez;25-904;25-301;125301.0;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;63;Lautaro;;21-06-2017;NO;No Aplica;No Aplica;-45.574076;-72.076548;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200202;Vacunatorio - Clínica Bilbao;25-901;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;11101;Coyhaique;Calle;449;Francisco Bilbao;95406218;06-08-2015;NO;No Aplica;No Aplica;-45.573014;-72.06877;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200441;Centro Médico y Dental Clínica Bilbao;25-908;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;449;Francisco Bilbao;672583126;06-01-2012;NO;No Aplica;No Aplica;-45.573005;-72.068789;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200419;Laboratorio Clínico Diagnóstico Análisis Coyhaique;25-907;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;20;Eusebio Lillo, Piso 2;672574130;15-11-2007;NO;No Aplica;No Aplica;-45.57109;-72.064617;Privado;Vigente en Operación Habitual;;No Aplica;
125200;Centro de Salud Mutual CChC Coyhaique;25-200;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;11101;Coyhaique;Calle;20;Eusebio Lillo;672232777;;NO;No Aplica;No Aplica;-45.571075;-72.064675;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200418;Laboratorio Clínico Thomas Ltda.;25-906;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;228;Condell;672210051;12-08-1993;NO;No Aplica;No Aplica;-45.570648;-72.066873;Privado;Vigente en Operación Habitual;;No Aplica;
125207;Centro Médico y Dental XI Zona Aysén del General Carlos Ibáñez del Campo;25-207;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);No Aplica;11101;Coyhaique;Calle;534;Baquedano;672567034;;NO;No Aplica;No Aplica;-45.569792;-72.063939;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200514;Servicios de Enfermería y Salud Camila Barrueto;25-909;;;11;Región De Aysén del General Carlos Ibañez del Campo;11.0;SEREMI De Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;11101;Coyhaique;Calle;328;21 de Mayo, Piso 2;;30-07-2018;NO;No Aplica;No Aplica;-45.568717;-72.0674;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125100;Hospital Regional (Coihaique);25-100;;;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;11101;Coyhaique;Calle;68;Jorge Ibar;672262003;;SI;Urgencia Hospitalaria (UEH);No Aplica;-45.568399;-72.073423;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
125012;Clínica Dental Móvil Simple. Pat. PW4067 (Coihaique);25-012;25-010;125010.0;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;168;Dr. Jorge Ibar;;;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200376;Mamógrafo Digital - Ecotomógrafo Móvil. Pat. PX1462-2 (SS Aysén);25-911;25-010;125010.0;11;Región De Aysén del General Carlos Ibañez del Campo;25.0;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;168;Dr. Jorge Ibar;672216443;03-08-2017;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;;Atención Abierta-Ambulatoria;
